,REF_DATE,GEO,Admissions_and_releases,Correctional_services,Corrections
3872,2005,British Columbia,Youth releases,Supervised probation,1804.0
3873,2005,British Columbia,Youth releases,Other community sentences,2024.0
4134,2006,Ontario,Youth admissions,Pre-trial detention,8794.0
4135,2006,Ontario,Youth admissions,Provincial director remand,
4136,2006,Ontario,Youth admissions,Secure custody,736.0
4137,2006,Ontario,Youth admissions,Custody and supervision (secure),731.0
4138,2006,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),0.0
4139,2006,Ontario,Youth admissions,Open custody,803.0
4140,2006,Ontario,Youth admissions,Custody and supervision (open),803.0
4141,2006,Ontario,Youth admissions,Young Offenders Act (YOA) (open),0.0
4142,2006,Ontario,Youth admissions,Community Portion of Custody Supervision,1526.0
4143,2006,Ontario,Youth admissions,Intensive support and supervision,15.0
4144,2006,Ontario,Youth admissions,Deferred custody and supervision,510.0
4145,2006,Ontario,Youth admissions,Supervised probation,7381.0
4146,2006,Ontario,Youth admissions,Other community sentences,2013.0
4147,2006,Ontario,Youth releases,Pre-trial detention,8759.0
4148,2006,Ontario,Youth releases,Provincial director remand,
4149,2006,Ontario,Youth releases,Secure custody,777.0
4150,2006,Ontario,Youth releases,Custody and supervision (secure),776.0
4151,2006,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0.0
4152,2006,Ontario,Youth releases,Open custody,827.0
4153,2006,Ontario,Youth releases,Custody and supervision (open),827.0
4154,2006,Ontario,Youth releases,Young Offenders Act (YOA) (open),0.0
4155,2006,Ontario,Youth releases,Community Portion of Custody Supervision,1549.0
4156,2006,Ontario,Youth releases,Intensive support and supervision,1.0
4157,2006,Ontario,Youth releases,Deferred custody and supervision,505.0
4158,2006,Ontario,Youth releases,Supervised probation,7911.0
4159,2006,Ontario,Youth releases,Other community sentences,2555.0
4212,2006,Manitoba,Youth admissions,Pre-trial detention,1831.0
4213,2006,Manitoba,Youth admissions,Provincial director remand,208.0
4214,2006,Manitoba,Youth admissions,Secure custody,111.0
4215,2006,Manitoba,Youth admissions,Custody and supervision (secure),111.0
4216,2006,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),0.0
4217,2006,Manitoba,Youth admissions,Open custody,267.0
4218,2006,Manitoba,Youth admissions,Custody and supervision (open),267.0
4219,2006,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),0.0
4220,2006,Manitoba,Youth admissions,Community Portion of Custody Supervision,285.0
4221,2006,Manitoba,Youth admissions,Intensive support and supervision,
4222,2006,Manitoba,Youth admissions,Deferred custody and supervision,148.0
4223,2006,Manitoba,Youth admissions,Supervised probation,913.0
4224,2006,Manitoba,Youth admissions,Other community sentences,801.0
4225,2006,Manitoba,Youth releases,Pre-trial detention,1798.0
4226,2006,Manitoba,Youth releases,Provincial director remand,208.0
4227,2006,Manitoba,Youth releases,Secure custody,108.0
4228,2006,Manitoba,Youth releases,Custody and supervision (secure),108.0
4229,2006,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),0.0
4230,2006,Manitoba,Youth releases,Open custody,275.0
4231,2006,Manitoba,Youth releases,Custody and supervision (open),275.0
4232,2006,Manitoba,Youth releases,Young Offenders Act (YOA) (open),0.0
4233,2006,Manitoba,Youth releases,Community Portion of Custody Supervision,273.0
4234,2006,Manitoba,Youth releases,Intensive support and supervision,
4235,2006,Manitoba,Youth releases,Deferred custody and supervision,143.0
4236,2006,Manitoba,Youth releases,Supervised probation,851.0
4237,2006,Manitoba,Youth releases,Other community sentences,725.0
4238,2006,Saskatchewan,Youth admissions,Pre-trial detention,
4239,2006,Saskatchewan,Youth admissions,Provincial director remand,
4240,2006,Saskatchewan,Youth admissions,Secure custody,158.0
4241,2006,Saskatchewan,Youth admissions,Custody and supervision (secure),158.0
4242,2006,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
4243,2006,Saskatchewan,Youth admissions,Open custody,160.0
4244,2006,Saskatchewan,Youth admissions,Custody and supervision (open),160.0
4245,2006,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
4246,2006,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,152.0
4247,2006,Saskatchewan,Youth admissions,Intensive support and supervision,
4248,2006,Saskatchewan,Youth admissions,Deferred custody and supervision,187.0
4249,2006,Saskatchewan,Youth admissions,Supervised probation,1301.0
4250,2006,Saskatchewan,Youth admissions,Other community sentences,
4251,2006,Saskatchewan,Youth releases,Pre-trial detention,
4252,2006,Saskatchewan,Youth releases,Provincial director remand,
4253,2006,Saskatchewan,Youth releases,Secure custody,148.0
4254,2006,Saskatchewan,Youth releases,Custody and supervision (secure),148.0
4255,2006,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
4256,2006,Saskatchewan,Youth releases,Open custody,185.0
4257,2006,Saskatchewan,Youth releases,Custody and supervision (open),185.0
4258,2006,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
4259,2006,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
4260,2006,Saskatchewan,Youth releases,Intensive support and supervision,
4261,2006,Saskatchewan,Youth releases,Deferred custody and supervision,
4262,2006,Saskatchewan,Youth releases,Supervised probation,
4263,2006,Saskatchewan,Youth releases,Other community sentences,
4264,2006,Alberta,Youth admissions,Pre-trial detention,1915.0
4265,2006,Alberta,Youth admissions,Provincial director remand,
4266,2006,Alberta,Youth admissions,Secure custody,182.0
4267,2006,Alberta,Youth admissions,Custody and supervision (secure),182.0
4268,2006,Alberta,Youth admissions,Young Offenders Act (YOA) (secure),
4269,2006,Alberta,Youth admissions,Open custody,75.0
4270,2006,Alberta,Youth admissions,Custody and supervision (open),75.0
4271,2006,Alberta,Youth admissions,Young Offenders Act (YOA) (open),
4272,2006,Alberta,Youth admissions,Community Portion of Custody Supervision,467.0
4273,2006,Alberta,Youth admissions,Intensive support and supervision,19.0
4274,2006,Alberta,Youth admissions,Deferred custody and supervision,206.0
4275,2006,Alberta,Youth admissions,Supervised probation,1874.0
4276,2006,Alberta,Youth admissions,Other community sentences,1562.0
4277,2006,Alberta,Youth releases,Pre-trial detention,1515.0
4278,2006,Alberta,Youth releases,Provincial director remand,
4279,2006,Alberta,Youth releases,Secure custody,327.0
4280,2006,Alberta,Youth releases,Custody and supervision (secure),327.0
4281,2006,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
4282,2006,Alberta,Youth releases,Open custody,184.0
4283,2006,Alberta,Youth releases,Custody and supervision (open),184.0
4284,2006,Alberta,Youth releases,Young Offenders Act (YOA) (open),
4285,2006,Alberta,Youth releases,Community Portion of Custody Supervision,470.0
4286,2006,Alberta,Youth releases,Intensive support and supervision,14.0
4287,2006,Alberta,Youth releases,Deferred custody and supervision,205.0
4288,2006,Alberta,Youth releases,Supervised probation,1782.0
4289,2006,Alberta,Youth releases,Other community sentences,1582.0
4290,2006,British Columbia,Youth admissions,Pre-trial detention,1199.0
4291,2006,British Columbia,Youth admissions,Provincial director remand,
4292,2006,British Columbia,Youth admissions,Secure custody,223.0
4293,2006,British Columbia,Youth admissions,Custody and supervision (secure),223.0
4294,2006,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),0.0
4295,2006,British Columbia,Youth admissions,Open custody,207.0
4296,2006,British Columbia,Youth admissions,Custody and supervision (open),207.0
4297,2006,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
4298,2006,British Columbia,Youth admissions,Community Portion of Custody Supervision,
4299,2006,British Columbia,Youth admissions,Intensive support and supervision,
4300,2006,British Columbia,Youth admissions,Deferred custody and supervision,
4301,2006,British Columbia,Youth admissions,Supervised probation,1405.0
4302,2006,British Columbia,Youth admissions,Other community sentences,2257.0
4303,2006,British Columbia,Youth releases,Pre-trial detention,1201.0
4304,2006,British Columbia,Youth releases,Provincial director remand,
4305,2006,British Columbia,Youth releases,Secure custody,139.0
4306,2006,British Columbia,Youth releases,Custody and supervision (secure),139.0
4307,2006,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),0.0
4308,2006,British Columbia,Youth releases,Open custody,300.0
4309,2006,British Columbia,Youth releases,Custody and supervision (open),300.0
4310,2006,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
4311,2006,British Columbia,Youth releases,Community Portion of Custody Supervision,
4312,2006,British Columbia,Youth releases,Intensive support and supervision,
4313,2006,British Columbia,Youth releases,Deferred custody and supervision,
4314,2006,British Columbia,Youth releases,Supervised probation,1593.0
4315,2006,British Columbia,Youth releases,Other community sentences,1947.0
4576,2007,Ontario,Youth admissions,Pre-trial detention,8789.0
4577,2007,Ontario,Youth admissions,Provincial director remand,
4578,2007,Ontario,Youth admissions,Secure custody,696.0
4579,2007,Ontario,Youth admissions,Custody and supervision (secure),693.0
4580,2007,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),0.0
4581,2007,Ontario,Youth admissions,Open custody,795.0
4582,2007,Ontario,Youth admissions,Custody and supervision (open),795.0
4583,2007,Ontario,Youth admissions,Young Offenders Act (YOA) (open),0.0
4584,2007,Ontario,Youth admissions,Community Portion of Custody Supervision,1467.0
4585,2007,Ontario,Youth admissions,Intensive support and supervision,16.0
4586,2007,Ontario,Youth admissions,Deferred custody and supervision,505.0
4587,2007,Ontario,Youth admissions,Supervised probation,7151.0
4588,2007,Ontario,Youth admissions,Other community sentences,1626.0
4589,2007,Ontario,Youth releases,Pre-trial detention,8824.0
4590,2007,Ontario,Youth releases,Provincial director remand,
4591,2007,Ontario,Youth releases,Secure custody,722.0
4592,2007,Ontario,Youth releases,Custody and supervision (secure),716.0
4593,2007,Ontario,Youth releases,Young Offenders Act (YOA) (secure),0.0
4594,2007,Ontario,Youth releases,Open custody,794.0
4595,2007,Ontario,Youth releases,Custody and supervision (open),793.0
4596,2007,Ontario,Youth releases,Young Offenders Act (YOA) (open),0.0
4597,2007,Ontario,Youth releases,Community Portion of Custody Supervision,1457.0
4598,2007,Ontario,Youth releases,Intensive support and supervision,14.0
4599,2007,Ontario,Youth releases,Deferred custody and supervision,536.0
4600,2007,Ontario,Youth releases,Supervised probation,7421.0
4601,2007,Ontario,Youth releases,Other community sentences,1917.0
4654,2007,Manitoba,Youth admissions,Pre-trial detention,1888.0
4655,2007,Manitoba,Youth admissions,Provincial director remand,204.0
4656,2007,Manitoba,Youth admissions,Secure custody,96.0
4657,2007,Manitoba,Youth admissions,Custody and supervision (secure),93.0
4658,2007,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),0.0
4659,2007,Manitoba,Youth admissions,Open custody,219.0
4660,2007,Manitoba,Youth admissions,Custody and supervision (open),219.0
4661,2007,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),0.0
4662,2007,Manitoba,Youth admissions,Community Portion of Custody Supervision,266.0
4663,2007,Manitoba,Youth admissions,Intensive support and supervision,
4664,2007,Manitoba,Youth admissions,Deferred custody and supervision,171.0
4665,2007,Manitoba,Youth admissions,Supervised probation,983.0
4666,2007,Manitoba,Youth admissions,Other community sentences,775.0
4667,2007,Manitoba,Youth releases,Pre-trial detention,1866.0
4668,2007,Manitoba,Youth releases,Provincial director remand,202.0
4669,2007,Manitoba,Youth releases,Secure custody,84.0
4670,2007,Manitoba,Youth releases,Custody and supervision (secure),84.0
4671,2007,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),0.0
4672,2007,Manitoba,Youth releases,Open custody,229.0
4673,2007,Manitoba,Youth releases,Custody and supervision (open),229.0
4674,2007,Manitoba,Youth releases,Young Offenders Act (YOA) (open),0.0
4675,2007,Manitoba,Youth releases,Community Portion of Custody Supervision,269.0
4676,2007,Manitoba,Youth releases,Intensive support and supervision,
4677,2007,Manitoba,Youth releases,Deferred custody and supervision,170.0
4678,2007,Manitoba,Youth releases,Supervised probation,885.0
4679,2007,Manitoba,Youth releases,Other community sentences,720.0
4680,2007,Saskatchewan,Youth admissions,Pre-trial detention,
4681,2007,Saskatchewan,Youth admissions,Provincial director remand,
4682,2007,Saskatchewan,Youth admissions,Secure custody,115.0
4683,2007,Saskatchewan,Youth admissions,Custody and supervision (secure),115.0
4684,2007,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
4685,2007,Saskatchewan,Youth admissions,Open custody,190.0
4686,2007,Saskatchewan,Youth admissions,Custody and supervision (open),190.0
4687,2007,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
4688,2007,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,137.0
4689,2007,Saskatchewan,Youth admissions,Intensive support and supervision,
4690,2007,Saskatchewan,Youth admissions,Deferred custody and supervision,220.0
4691,2007,Saskatchewan,Youth admissions,Supervised probation,1440.0
4692,2007,Saskatchewan,Youth admissions,Other community sentences,
4693,2007,Saskatchewan,Youth releases,Pre-trial detention,
4694,2007,Saskatchewan,Youth releases,Provincial director remand,
4695,2007,Saskatchewan,Youth releases,Secure custody,129.0
4696,2007,Saskatchewan,Youth releases,Custody and supervision (secure),129.0
4697,2007,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
4698,2007,Saskatchewan,Youth releases,Open custody,156.0
4699,2007,Saskatchewan,Youth releases,Custody and supervision (open),156.0
4700,2007,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
4701,2007,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
4702,2007,Saskatchewan,Youth releases,Intensive support and supervision,
4703,2007,Saskatchewan,Youth releases,Deferred custody and supervision,
4704,2007,Saskatchewan,Youth releases,Supervised probation,
4705,2007,Saskatchewan,Youth releases,Other community sentences,
